id,label,text,source,char_count,word_count,avg_word_len,digit_count,uppercase_ratio,exclamation_count,has_exclamation,question_count,contains_no,first_second_pronoun_count,log_length,has_url,has_phone,has_money,urgent_terms,action_terms,credential_terms,request_terms,social_engineering_terms,khmer_chars,khmer_credential_terms,khmer_request_terms,khmer_social_engineering_terms,credential_request,scam_word_hits,safe_word_hits,scam_word_density,safe_word_density
safe_03258,safe,Can you please let me know when the next enrollment window opens up? Let me know. (774),provided,87,17,3.9411764705882355,3,0.03125,0,0,1,0,3,4.465908118654584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
safe_03259,safe,តើអ្នកបានធ្វើកិច្ចការផ្ទះមុខវិជ្ជា Data Science ហើយឬនៅ? ជួយពន្យល់ខ្ញុំផង។ ជម្រាបលា។ (753),provided,89,69,1.1594202898550725,3,0.04,0,0,1,0,0,4.48863636973214,0,0,0,0,0,0,0,0,66,0,0,0,0,63,65,0.9130434782608695,0.9420289855072463
safe_03260,safe,The reference material you suggested was highly useful for my literature review. Best regards. (329),provided,100,15,5.466666666666667,3,0.02531645569620253,0,0,0,0,2,4.605170185988092,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0.06666666666666667,0.3333333333333333
safe_03261,safe,"Yes, the weather is quite hot today. Make sure to stay hydrated. Have a great day. (960)",provided,88,16,4.0625,3,0.047619047619047616,0,0,0,0,0,4.477336814478207,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0.0,0.25
safe_03262,safe,បាទបង! ខ្ញុំបានផ្ញើឯកសាររបាយការណ៍ទៅតាមអ៊ីមែលរួចរាល់ហើយ។ សូមពិនិត្យមើល។ បាទបង! (627),provided,83,73,1.0273972602739727,3,0.0,2,1,0,0,0,4.418840607796598,0,0,0,0,0,0,0,0,72,0,1,0,0,68,70,0.9315068493150684,0.958904109589041
safe_03263,safe,ល្ងាចនេះទំនេរទេ? ទៅញ៉ាំអីជុំគ្នាអត់ដឹងហាងណាឆ្ងាញ់ទេ? (307),provided,58,50,1.04,3,0.0,0,0,2,0,0,4.060443010546419,0,0,0,0,0,0,0,0,49,0,0,0,0,47,49,0.94,0.98
safe_03264,safe,The project presentation is scheduled for next Thursday. Let's practice. Let me know. (347),provided,91,14,5.214285714285714,3,0.057971014492753624,0,0,0,0,1,4.51085950651685,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.14285714285714285,0.21428571428571427
safe_03265,safe,ល្ងាចនេះទំនេរទេ? ទៅញ៉ាំអីជុំគ្នាអត់ដឹងហាងណាឆ្ងាញ់ទេ? (892),provided,58,50,1.04,3,0.0,0,0,2,0,0,4.060443010546419,0,0,0,0,0,0,0,0,49,0,0,0,0,47,49,0.94,0.98
safe_03266,safe,Are you going to attend the seminar on cybersecurity held in the main auditorium? Have a great day. (479),provided,105,18,4.555555555555555,3,0.025,0,0,1,0,1,4.653960350157523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.1111111111111111
safe_03267,safe,"Hello professor, I have uploaded my research proposal draft to the system. Thanks! (485)",provided,88,13,5.3076923076923075,3,0.04477611940298507,1,1,0,0,2,4.477336814478207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.38461538461538464
safe_03268,safe,Are you going to attend the seminar on cybersecurity held in the main auditorium? Best regards. (427),provided,101,17,4.764705882352941,3,0.02564102564102564,0,0,1,0,1,4.61512051684126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.058823529411764705
safe_03269,safe,មេរៀនថ្ងៃនេះពិបាកយល់បន្តិច ចាំយប់ឡើងមកពិភាក្សានៅក្នុងគ្រុបបន្ថែម។ សូមអរគុណ។ (724),provided,81,74,1.027027027027027,3,0.0,0,0,0,0,0,4.394449154672439,0,0,0,0,0,0,0,0,73,0,0,0,0,71,71,0.9594594594594594,0.9594594594594594
safe_03270,safe,"Hello professor, I have uploaded my research proposal draft to the system. Best regards. (186)",provided,94,14,5.285714285714286,3,0.041666666666666664,0,0,0,0,2,4.543294782270004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.35714285714285715
safe_03271,safe,The reference material you suggested was highly useful for my literature review. Thanks! (832),provided,94,14,5.5,3,0.02702702702702703,1,1,0,0,2,4.543294782270004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0.07142857142857142,0.35714285714285715
safe_03272,safe,"Good morning team, please review the latest updates added to GitHub. Thanks! (244)",provided,82,13,5.0,3,0.06451612903225806,1,1,0,0,0,4.406719247264253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.23076923076923078
safe_03273,safe,The project presentation is scheduled for next Thursday. Let's practice. Have a great day. (545),provided,96,14,5.428571428571429,3,0.0547945205479452,0,0,0,0,0,4.564348191467836,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0.14285714285714285,0.35714285714285715
safe_03274,safe,The reference material you suggested was highly useful for my literature review. Have a great day. (356),provided,104,16,5.1875,3,0.024691358024691357,0,0,0,0,2,4.6443908991413725,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.0625,0.375
safe_03275,safe,Don't forget to submit the Python assignment before midnight. Have a great day. (134),provided,85,13,5.153846153846154,3,0.046875,0,0,0,0,0,4.442651256490317,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0.0,0.3076923076923077
safe_03276,safe,The reference material you suggested was highly useful for my literature review. Thanks! (662),provided,94,14,5.5,3,0.02702702702702703,1,1,0,0,2,4.543294782270004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0.07142857142857142,0.35714285714285715
safe_03277,safe,Can you please let me know when the next enrollment window opens up? Let me know. (517),provided,87,17,3.9411764705882355,3,0.03125,0,0,1,0,3,4.465908118654584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
safe_03278,safe,ខ្ញុំកំពុងរៀបចំស្លាយ PowerPoint សម្រាប់ការពារនិក្ខេបបទកិច្ចការស្រាវជ្រាវរបស់ខ្ញុំ។ បាទបង! (651),provided,95,77,1.1428571428571428,3,0.03636363636363636,1,1,0,0,0,4.553876891600541,0,0,0,0,0,0,0,0,75,0,0,0,0,74,75,0.961038961038961,0.974025974025974
safe_03279,safe,ចាសបង! ចាំខ្ញុំប្រាប់គាត់ឱ្យទាក់ទងទៅបងវិញនៅពេលបន្តិចទៀតនេះ។ សូមអរគុណ។ (727),provided,75,67,1.0298507462686568,3,0.0,1,1,0,0,0,4.31748811353631,0,0,0,0,0,0,0,0,66,0,1,0,0,64,63,0.9552238805970149,0.9402985074626866
safe_03280,safe,បាទបង! ខ្ញុំបានផ្ញើឯកសាររបាយការណ៍ទៅតាមអ៊ីមែលរួចរាល់ហើយ។ សូមពិនិត្យមើល។ បាទបង! (722),provided,83,73,1.0273972602739727,3,0.0,2,1,0,0,0,4.418840607796598,0,0,0,0,0,0,0,0,72,0,1,0,0,68,70,0.9315068493150684,0.958904109589041
safe_03281,safe,បាទបង! ខ្ញុំបានផ្ញើឯកសាររបាយការណ៍ទៅតាមអ៊ីមែលរួចរាល់ហើយ។ សូមពិនិត្យមើល។ បាទបង! (754),provided,83,73,1.0273972602739727,3,0.0,2,1,0,0,0,4.418840607796598,0,0,0,0,0,0,0,0,72,0,1,0,0,68,70,0.9315068493150684,0.958904109589041
safe_03282,safe,សូមអរគុណសម្រាប់ការគាំទ្រ និងការជឿជាក់លើសេវាកម្មរបស់យើងខ្ញុំ។ បាទបង! (200),provided,73,65,1.0307692307692307,3,0.0,1,1,0,0,0,4.290459441148391,0,0,0,0,0,0,0,0,64,0,0,0,0,63,62,0.9692307692307692,0.9538461538461539
safe_03283,safe,ចាសបង! ចាំខ្ញុំប្រាប់គាត់ឱ្យទាក់ទងទៅបងវិញនៅពេលបន្តិចទៀតនេះ។ បាទបង! (363),provided,72,63,1.0317460317460319,3,0.0,2,1,0,0,0,4.276666119016055,0,0,0,0,0,0,0,0,62,0,1,0,0,61,60,0.9682539682539683,0.9523809523809523
safe_03284,safe,"Hey, are we still meeting up for coffee tomorrow afternoon at ITC? Best regards. (235)",provided,86,15,4.466666666666667,3,0.078125,0,0,1,0,0,4.454347296253507,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0.06666666666666667,0.4666666666666667
safe_03285,safe,សូមអរគុណសម្រាប់ការគាំទ្រ និងការជឿជាក់លើសេវាកម្មរបស់យើងខ្ញុំ។ ជម្រាបលា។ (310),provided,76,69,1.0289855072463767,3,0.0,0,0,0,0,0,4.330733340286331,0,0,0,0,0,0,0,0,68,0,0,0,0,66,65,0.9565217391304348,0.9420289855072463
safe_03286,safe,ល្ងាចនេះទំនេរទេ? ទៅញ៉ាំអីជុំគ្នាអត់ដឹងហាងណាឆ្ងាញ់ទេ? បាទបង! (292),provided,65,55,1.0363636363636364,3,0.0,1,1,2,0,0,4.174387269895637,0,0,0,0,0,0,0,0,54,0,0,0,0,52,54,0.9454545454545454,0.9818181818181818
safe_03287,safe,កុំភ្លេចផ្ញើឯកសារ Word មកឱ្យខ្ញុំតាមតេឡេក្រាមផងបង។ បាទបង! (978),provided,63,51,1.0980392156862746,3,0.02857142857142857,1,1,0,0,0,4.143134726391533,0,0,0,0,0,0,0,0,49,0,1,0,0,47,48,0.9215686274509803,0.9411764705882353
safe_03288,safe,The reference material you suggested was highly useful for my literature review. Best regards. (782),provided,100,15,5.466666666666667,3,0.02531645569620253,0,0,0,0,2,4.605170185988092,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0.06666666666666667,0.3333333333333333
safe_03289,safe,Don't forget to submit the Python assignment before midnight. Let me know. (324),provided,80,13,4.923076923076923,3,0.05,0,0,0,0,1,4.382026634673881,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0.0,0.15384615384615385
safe_03290,safe,Don't forget to submit the Python assignment before midnight. Thanks! (176),provided,75,11,5.545454545454546,3,0.05263157894736842,1,1,0,0,0,4.31748811353631,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0.0,0.2727272727272727
safe_03291,safe,"Good morning team, please review the latest updates added to GitHub. Have a great day. (289)",provided,92,15,4.733333333333333,3,0.057971014492753624,0,0,0,0,0,4.5217885770490405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.26666666666666666
safe_03292,safe,សប្តាហ៍ក្រោយសាលានឹងរៀបចំកម្មវិធីពិព័រណ៍ស្នាដៃនិស្សិតហើយ។ ជម្រាបលា។ (261),provided,72,66,1.0303030303030303,3,0.0,0,0,0,0,0,4.276666119016055,0,0,0,0,0,0,0,0,65,0,0,0,0,60,63,0.9090909090909091,0.9545454545454546
safe_03293,safe,Don't forget to submit the Python assignment before midnight. Thanks! (334),provided,75,11,5.545454545454546,3,0.05263157894736842,1,1,0,0,0,4.31748811353631,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0.0,0.2727272727272727
safe_03294,safe,Don't forget to submit the Python assignment before midnight. Have a great day. (415),provided,85,13,5.153846153846154,3,0.046875,0,0,0,0,0,4.442651256490317,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0.0,0.3076923076923077
safe_03295,safe,"Yes, the weather is quite hot today. Make sure to stay hydrated. Let me know. (281)",provided,83,16,3.875,3,0.05084745762711865,0,0,0,0,1,4.418840607796598,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.0,0.125
safe_03296,safe,The reference material you suggested was highly useful for my literature review. Thanks! (428),provided,94,14,5.5,3,0.02702702702702703,1,1,0,0,2,4.543294782270004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0.07142857142857142,0.35714285714285715
safe_03297,safe,តើអ្នកបានធ្វើកិច្ចការផ្ទះមុខវិជ្ជា Data Science ហើយឬនៅ? ជួយពន្យល់ខ្ញុំផង។ (621),provided,79,60,1.1833333333333333,3,0.044444444444444446,0,0,1,0,0,4.3694478524670215,0,0,0,0,0,0,0,0,57,0,0,0,0,55,57,0.9166666666666666,0.95
safe_03298,safe,សប្តាហ៍ក្រោយសាលានឹងរៀបចំកម្មវិធីពិព័រណ៍ស្នាដៃនិស្សិតហើយ។ បាទបង! (826),provided,69,62,1.032258064516129,3,0.0,1,1,0,0,0,4.23410650459726,0,0,0,0,0,0,0,0,61,0,0,0,0,57,60,0.9193548387096774,0.967741935483871
safe_03299,safe,សប្តាហ៍ក្រោយសាលានឹងរៀបចំកម្មវិធីពិព័រណ៍ស្នាដៃនិស្សិតហើយ។ ជម្រាបលា។ (148),provided,72,66,1.0303030303030303,3,0.0,0,0,0,0,0,4.276666119016055,0,0,0,0,0,0,0,0,65,0,0,0,0,60,63,0.9090909090909091,0.9545454545454546
safe_03300,safe,"Thanks for helping me debug the regression model earlier, it runs perfectly. Let me know. (735)",provided,95,16,4.6875,3,0.027777777777777776,0,0,0,0,2,4.553876891600541,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.0625,0.25
safe_03301,safe,កុំភ្លេចផ្ញើឯកសារ Word មកឱ្យខ្ញុំតាមតេឡេក្រាមផងបង។ សូមអរគុណ។ (346),provided,66,55,1.0909090909090908,3,0.02702702702702703,0,0,0,0,0,4.189654742026425,0,0,0,0,0,0,0,0,53,0,1,0,0,50,51,0.9090909090909091,0.9272727272727272
safe_03302,safe,"Thanks for helping me debug the regression model earlier, it runs perfectly. Let me know. (337)",provided,95,16,4.6875,3,0.027777777777777776,0,0,0,0,2,4.553876891600541,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.0625,0.25
safe_03303,safe,Can you please let me know when the next enrollment window opens up? Have a great day. (523),provided,92,17,4.117647058823529,3,0.029411764705882353,0,0,1,0,2,4.5217885770490405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.11764705882352941
safe_03304,safe,"Hello professor, I have uploaded my research proposal draft to the system. Let me know. (318)",provided,93,15,4.8,3,0.04285714285714286,0,0,0,0,3,4.532599493153256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.26666666666666666
safe_03305,safe,សប្តាហ៍ក្រោយសាលានឹងរៀបចំកម្មវិធីពិព័រណ៍ស្នាដៃនិស្សិតហើយ។ សូមអរគុណ។ (414),provided,72,66,1.0303030303030303,3,0.0,0,0,0,0,0,4.276666119016055,0,0,0,0,0,0,0,0,65,0,0,0,0,60,63,0.9090909090909091,0.9545454545454546
safe_03306,safe,"Hello professor, I have uploaded my research proposal draft to the system. Let me know. (851)",provided,93,15,4.8,3,0.04285714285714286,0,0,0,0,3,4.532599493153256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.26666666666666666
safe_03307,safe,"Hey, are we still meeting up for coffee tomorrow afternoon at ITC? Best regards. (311)",provided,86,15,4.466666666666667,3,0.078125,0,0,1,0,0,4.454347296253507,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0.06666666666666667,0.4666666666666667
safe_03308,safe,Can you please let me know when the next enrollment window opens up? Have a great day. (998),provided,92,17,4.117647058823529,3,0.029411764705882353,0,0,1,0,2,4.5217885770490405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.11764705882352941
safe_03309,safe,"Hey, are we still meeting up for coffee tomorrow afternoon at ITC? Thanks! (382)",provided,80,14,4.428571428571429,3,0.0847457627118644,1,1,1,0,0,4.382026634673881,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0.07142857142857142,0.5
safe_03310,safe,សប្តាហ៍ក្រោយសាលានឹងរៀបចំកម្មវិធីពិព័រណ៍ស្នាដៃនិស្សិតហើយ។ សូមអរគុណ។ (718),provided,72,66,1.0303030303030303,3,0.0,0,0,0,0,0,4.276666119016055,0,0,0,0,0,0,0,0,65,0,0,0,0,60,63,0.9090909090909091,0.9545454545454546
safe_03311,safe,ខ្ញុំកំពុងរៀបចំស្លាយ PowerPoint សម្រាប់ការពារនិក្ខេបបទកិច្ចការស្រាវជ្រាវរបស់ខ្ញុំ។ (303),provided,88,72,1.1527777777777777,3,0.0392156862745098,0,0,0,0,0,4.477336814478207,0,0,0,0,0,0,0,0,70,0,0,0,0,69,70,0.9583333333333334,0.9722222222222222
safe_03312,safe,ចាសបង! ចាំខ្ញុំប្រាប់គាត់ឱ្យទាក់ទងទៅបងវិញនៅពេលបន្តិចទៀតនេះ។ ជម្រាបលា។ (684),provided,75,67,1.0298507462686568,3,0.0,1,1,0,0,0,4.31748811353631,0,0,0,0,0,0,0,0,66,0,1,0,0,64,63,0.9552238805970149,0.9402985074626866
safe_03313,safe,សប្តាហ៍ក្រោយសាលានឹងរៀបចំកម្មវិធីពិព័រណ៍ស្នាដៃនិស្សិតហើយ។ (859),provided,62,57,1.0350877192982457,3,0.0,0,0,0,0,0,4.127134385045092,0,0,0,0,0,0,0,0,56,0,0,0,0,52,55,0.9122807017543859,0.9649122807017544
safe_03314,safe,"Hello professor, I have uploaded my research proposal draft to the system. Have a great day. (965)",provided,98,15,5.0,3,0.04054054054054054,0,0,0,0,2,4.584967478670572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.4
safe_03315,safe,សប្តាហ៍ក្រោយសាលានឹងរៀបចំកម្មវិធីពិព័រណ៍ស្នាដៃនិស្សិតហើយ។ ជម្រាបលា។ (964),provided,72,66,1.0303030303030303,3,0.0,0,0,0,0,0,4.276666119016055,0,0,0,0,0,0,0,0,65,0,0,0,0,60,63,0.9090909090909091,0.9545454545454546
safe_03316,safe,"Hey, are we still meeting up for coffee tomorrow afternoon at ITC? Have a great day. (320)",provided,90,16,4.25,3,0.07575757575757576,0,0,1,0,0,4.499809670330265,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0.0625,0.5
safe_03317,safe,ខ្ញុំកំពុងរៀបចំស្លាយ PowerPoint សម្រាប់ការពារនិក្ខេបបទកិច្ចការស្រាវជ្រាវរបស់ខ្ញុំ។ សូមអរគុណ។ (557),provided,98,81,1.1358024691358024,3,0.03508771929824561,0,0,0,0,0,4.584967478670572,0,0,0,0,0,0,0,0,79,0,0,0,0,77,78,0.9506172839506173,0.9629629629629629
safe_03318,safe,The project presentation is scheduled for next Thursday. Let's practice. Thanks! (135),provided,86,12,5.833333333333333,3,0.06060606060606061,1,1,0,0,0,4.454347296253507,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.16666666666666666,0.3333333333333333
safe_03319,safe,សប្តាហ៍ក្រោយសាលានឹងរៀបចំកម្មវិធីពិព័រណ៍ស្នាដៃនិស្សិតហើយ។ បាទបង! (479),provided,69,62,1.032258064516129,3,0.0,1,1,0,0,0,4.23410650459726,0,0,0,0,0,0,0,0,61,0,0,0,0,57,60,0.9193548387096774,0.967741935483871
safe_03320,safe,The project presentation is scheduled for next Thursday. Let's practice. Thanks! (969),provided,86,12,5.833333333333333,3,0.06060606060606061,1,1,0,0,0,4.454347296253507,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.16666666666666666,0.3333333333333333
safe_03321,safe,សួស្តីមិត្តភក្តិ! ស្អែកជួបគ្នានៅសាលាវិទ្យាស្ថានបច្ចេកវិទ្យាកម្ពុជាម៉ោង ៨ ព្រឹក។ សូមអរគុណ។ (572),provided,95,86,1.0232558139534884,4,0.0,1,1,0,0,0,4.553876891600541,0,0,0,0,0,0,0,0,84,0,0,0,0,80,81,0.9302325581395349,0.9418604651162791
safe_03322,safe,កុំភ្លេចផ្ញើឯកសារ Word មកឱ្យខ្ញុំតាមតេឡេក្រាមផងបង។ (375),provided,56,46,1.108695652173913,3,0.03225806451612903,0,0,0,0,0,4.02535169073515,0,0,0,0,0,0,0,0,44,0,1,0,0,42,43,0.9130434782608695,0.9347826086956522
safe_03323,safe,សូមអរគុណសម្រាប់ការគាំទ្រ និងការជឿជាក់លើសេវាកម្មរបស់យើងខ្ញុំ។ ជម្រាបលា។ (211),provided,76,69,1.0289855072463767,3,0.0,0,0,0,0,0,4.330733340286331,0,0,0,0,0,0,0,0,68,0,0,0,0,66,65,0.9565217391304348,0.9420289855072463
safe_03324,safe,កុំភ្លេចផ្ញើឯកសារ Word មកឱ្យខ្ញុំតាមតេឡេក្រាមផងបង។ ជម្រាបលា។ (480),provided,66,55,1.0909090909090908,3,0.027777777777777776,0,0,0,0,0,4.189654742026425,0,0,0,0,0,0,0,0,53,0,1,0,0,50,51,0.9090909090909091,0.9272727272727272
safe_03325,safe,Don't forget to submit the Python assignment before midnight. Let me know. (105),provided,80,13,4.923076923076923,3,0.05,0,0,0,0,1,4.382026634673881,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0.0,0.15384615384615385
safe_03326,safe,"Hello professor, I have uploaded my research proposal draft to the system. Have a great day. (242)",provided,98,15,5.0,3,0.04054054054054054,0,0,0,0,2,4.584967478670572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.4
safe_03327,safe,មេរៀនថ្ងៃនេះពិបាកយល់បន្តិច ចាំយប់ឡើងមកពិភាក្សានៅក្នុងគ្រុបបន្ថែម។ សូមអរគុណ។ (852),provided,81,74,1.027027027027027,3,0.0,0,0,0,0,0,4.394449154672439,0,0,0,0,0,0,0,0,73,0,0,0,0,71,71,0.9594594594594594,0.9594594594594594
safe_03328,safe,ល្ងាចនេះទំនេរទេ? ទៅញ៉ាំអីជុំគ្នាអត់ដឹងហាងណាឆ្ងាញ់ទេ? ជម្រាបលា។ (432),provided,68,59,1.0338983050847457,3,0.0,0,0,2,0,0,4.219507705176107,0,0,0,0,0,0,0,0,58,0,0,0,0,55,57,0.9322033898305084,0.9661016949152542
safe_03329,safe,"Yes, the weather is quite hot today. Make sure to stay hydrated. Thanks! (363)",provided,78,14,4.214285714285714,3,0.05357142857142857,1,1,0,0,0,4.356708826689592,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0.0,0.21428571428571427
safe_03330,safe,"Thanks for helping me debug the regression model earlier, it runs perfectly. Have a great day. (894)",provided,100,16,4.875,3,0.02631578947368421,0,0,0,0,1,4.605170185988092,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.0625,0.375
safe_03331,safe,"Hello professor, I have uploaded my research proposal draft to the system. Best regards. (761)",provided,94,14,5.285714285714286,3,0.041666666666666664,0,0,0,0,2,4.543294782270004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.35714285714285715
safe_03332,safe,"Hey, are we still meeting up for coffee tomorrow afternoon at ITC? Have a great day. (726)",provided,90,16,4.25,3,0.07575757575757576,0,0,1,0,0,4.499809670330265,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0.0625,0.5
safe_03333,safe,តើអ្នកបានធ្វើកិច្ចការផ្ទះមុខវិជ្ជា Data Science ហើយឬនៅ? ជួយពន្យល់ខ្ញុំផង។ បាទបង! (544),provided,86,65,1.1692307692307693,3,0.04081632653061224,1,1,1,0,0,4.454347296253507,0,0,0,0,0,0,0,0,62,0,0,0,0,60,62,0.9230769230769231,0.9538461538461539
safe_03334,safe,សូមអរគុណសម្រាប់ការគាំទ្រ និងការជឿជាក់លើសេវាកម្មរបស់យើងខ្ញុំ។ (613),provided,66,60,1.0333333333333334,3,0.0,0,0,0,0,0,4.189654742026425,0,0,0,0,0,0,0,0,59,0,0,0,0,58,57,0.9666666666666667,0.95
safe_03335,safe,The project presentation is scheduled for next Thursday. Let's practice. Let me know. (667),provided,91,14,5.214285714285714,3,0.057971014492753624,0,0,0,0,1,4.51085950651685,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.14285714285714285,0.21428571428571427
safe_03336,safe,The reference material you suggested was highly useful for my literature review. Best regards. (352),provided,100,15,5.466666666666667,3,0.02531645569620253,0,0,0,0,2,4.605170185988092,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0.06666666666666667,0.3333333333333333
safe_03337,safe,ខ្ញុំកំពុងរៀបចំស្លាយ PowerPoint សម្រាប់ការពារនិក្ខេបបទកិច្ចការស្រាវជ្រាវរបស់ខ្ញុំ។ បាទបង! (997),provided,95,77,1.1428571428571428,3,0.03636363636363636,1,1,0,0,0,4.553876891600541,0,0,0,0,0,0,0,0,75,0,0,0,0,74,75,0.961038961038961,0.974025974025974
safe_03338,safe,ល្ងាចនេះទំនេរទេ? ទៅញ៉ាំអីជុំគ្នាអត់ដឹងហាងណាឆ្ងាញ់ទេ? បាទបង! (536),provided,65,55,1.0363636363636364,3,0.0,1,1,2,0,0,4.174387269895637,0,0,0,0,0,0,0,0,54,0,0,0,0,52,54,0.9454545454545454,0.9818181818181818
safe_03339,safe,កុំភ្លេចផ្ញើឯកសារ Word មកឱ្យខ្ញុំតាមតេឡេក្រាមផងបង។ សូមអរគុណ។ (935),provided,66,55,1.0909090909090908,3,0.02702702702702703,0,0,0,0,0,4.189654742026425,0,0,0,0,0,0,0,0,53,0,1,0,0,50,51,0.9090909090909091,0.9272727272727272
safe_03340,safe,សួស្តីមិត្តភក្តិ! ស្អែកជួបគ្នានៅសាលាវិទ្យាស្ថានបច្ចេកវិទ្យាកម្ពុជាម៉ោង ៨ ព្រឹក។ (802),provided,85,77,1.025974025974026,4,0.0,1,1,0,0,0,4.442651256490317,0,0,0,0,0,0,0,0,75,0,0,0,0,72,73,0.935064935064935,0.948051948051948
safe_03341,safe,សប្តាហ៍ក្រោយសាលានឹងរៀបចំកម្មវិធីពិព័រណ៍ស្នាដៃនិស្សិតហើយ។ បាទបង! (412),provided,69,62,1.032258064516129,3,0.0,1,1,0,0,0,4.23410650459726,0,0,0,0,0,0,0,0,61,0,0,0,0,57,60,0.9193548387096774,0.967741935483871
safe_03342,safe,The reference material you suggested was highly useful for my literature review. Best regards. (532),provided,100,15,5.466666666666667,3,0.02531645569620253,0,0,0,0,2,4.605170185988092,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0.06666666666666667,0.3333333333333333
safe_03343,safe,សូមអរគុណសម្រាប់ការគាំទ្រ និងការជឿជាក់លើសេវាកម្មរបស់យើងខ្ញុំ។ បាទបង! (285),provided,73,65,1.0307692307692307,3,0.0,1,1,0,0,0,4.290459441148391,0,0,0,0,0,0,0,0,64,0,0,0,0,63,62,0.9692307692307692,0.9538461538461539
safe_03344,safe,"Thanks for helping me debug the regression model earlier, it runs perfectly. Let me know. (727)",provided,95,16,4.6875,3,0.027777777777777776,0,0,0,0,2,4.553876891600541,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.0625,0.25
safe_03345,safe,សប្តាហ៍ក្រោយសាលានឹងរៀបចំកម្មវិធីពិព័រណ៍ស្នាដៃនិស្សិតហើយ។ ជម្រាបលា។ (478),provided,72,66,1.0303030303030303,3,0.0,0,0,0,0,0,4.276666119016055,0,0,0,0,0,0,0,0,65,0,0,0,0,60,63,0.9090909090909091,0.9545454545454546
safe_03346,safe,ចាសបង! ចាំខ្ញុំប្រាប់គាត់ឱ្យទាក់ទងទៅបងវិញនៅពេលបន្តិចទៀតនេះ។ បាទបង! (112),provided,72,63,1.0317460317460319,3,0.0,2,1,0,0,0,4.276666119016055,0,0,0,0,0,0,0,0,62,0,1,0,0,61,60,0.9682539682539683,0.9523809523809523
safe_03347,safe,កុំភ្លេចផ្ញើឯកសារ Word មកឱ្យខ្ញុំតាមតេឡេក្រាមផងបង។ បាទបង! (395),provided,63,51,1.0980392156862746,3,0.02857142857142857,1,1,0,0,0,4.143134726391533,0,0,0,0,0,0,0,0,49,0,1,0,0,47,48,0.9215686274509803,0.9411764705882353
safe_03348,safe,សប្តាហ៍ក្រោយសាលានឹងរៀបចំកម្មវិធីពិព័រណ៍ស្នាដៃនិស្សិតហើយ។ (605),provided,62,57,1.0350877192982457,3,0.0,0,0,0,0,0,4.127134385045092,0,0,0,0,0,0,0,0,56,0,0,0,0,52,55,0.9122807017543859,0.9649122807017544
