id,label,text,scam_type,language,source,collection_method
uci_sms_01409,safe,Then we gotta do it after that,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01410,safe,"I've got ten bucks, jay is being noncomittal",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01411,safe,Where at were hungry too,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01412,safe,Pls speak to that customer machan.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01413,safe,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01415,scam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01416,safe,So wats ur opinion abt him and how abt is character?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01417,safe,Jay is snickering and tells me that x is totally fucking up the chords as we speak,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01418,safe,No..few hours before.went to hair cut .,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01419,safe,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01420,safe,Lmao. Take a pic and send it to me.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01421,safe,Speak only when you feel your words are better than the silence... Gud mrng:-),safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01422,safe,No. She's currently in scotland for that.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01423,safe,Do you work all this week ?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01424,scam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01425,safe,Lol great now im getting hungry.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01426,safe,Yes.. now only saw your message..,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01427,safe,I'll be at mu in like &lt;#&gt; seconds,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01429,safe,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01430,safe,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01431,scam,For sale - arsenal dartboard. Good condition but no doubles or trebles!,spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01432,safe,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01433,safe,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01434,safe,Thanks for ve lovely wisheds. You rock,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01435,safe,You intrepid duo you! Have a great time and see you both soon.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01436,safe,I asked sen to come chennai and search for job.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01437,safe,Dad went out oredi...,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01438,safe,"I jus hope its true that missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01439,safe,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01440,safe,"Arms fine, how's Cardiff and uni?",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01441,safe,In fact when do you leave? I think addie goes back to school tues or wed,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01442,safe,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01443,safe,Ya:)going for restaurant..,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01444,safe,"Its ok., i just askd did u knw tht no?",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01445,scam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01446,safe,Those ducking chinchillas,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01447,safe,I am in a marriage function,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01448,safe,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01449,safe,Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01450,scam,As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01451,safe,say thanks2.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01452,safe,Msg me when rajini comes.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01453,safe,Ya! when are ü taking ure practical lessons? I start in june..,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01454,safe,"That's good, because I need drugs",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01455,safe,Stupid.its not possible,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01456,safe,Can ü all decide faster cos my sis going home liao..,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01457,scam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01458,safe,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01459,scam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA,spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01461,scam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01462,safe,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01463,safe,Kinda. First one gets in at twelve! Aah. Speak tomo,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01464,scam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01465,safe,Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01466,safe,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01467,scam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01469,safe,I wont touch you with out your permission.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01470,scam,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL,spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01471,safe,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01472,safe,Take some small dose tablet for fever,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01473,safe,Oh. U must have taken your REAL Valentine out shopping first.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01474,safe,"Just sent you an email – to an address with incomm in it, is that right?",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01475,safe,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01476,safe,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01477,safe,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01478,safe,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01479,safe,Why you keeping me away like this,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01480,safe,I think its far more than that but find out. Check google maps for a place from your dorm.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01481,safe,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01482,safe,Have you always been saying welp?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01483,safe,"I'm a guy, browsin is compulsory",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01485,safe,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01487,safe,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01488,safe,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01489,safe,I told your number to gautham..,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01490,safe,Tell them no need to investigate about me anywhere.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01491,safe,Ok i juz receive..,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01492,safe,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01493,scam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01494,safe,In the end she might still vomit but its okay. Not everything will come out.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01495,safe,How are you with moneY...as in to you...money aint a thing....how are you sha!,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01496,safe,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01497,safe,Hey gals.. Anyone of u going down to e driving centre tmr?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01498,safe,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01499,safe,I'm putting it on now. It should be ready for &lt;TIME&gt;,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01500,safe,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01501,scam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01502,safe,Host-based IDPS for linux systems.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01503,scam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01504,safe,Don no da:)whats you plan?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01505,safe,Ill be there on &lt;#&gt; ok.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01506,safe,Oh my God. I'm almost home,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01507,safe,Total video converter free download type this in google search:),safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01508,scam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01510,safe,Sounds like something that someone testing me would sayy,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01511,safe,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01512,safe,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01513,safe,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01514,safe,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01515,safe,Hows the champ just leaving glasgow!,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01516,safe,K:)all the best:)congrats...,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01517,safe,I wonder if you'll get this text?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01518,safe,I need to come home and give you some good lovin...,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01519,scam,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01520,safe,Shall i ask one thing if you dont mistake me.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01521,safe,Check wid corect speling i.e. Sarcasm,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01522,scam,"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01523,safe,Are you angry with me. What happen dear,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01524,safe,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01525,safe,Yup ok thanx...,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01526,safe,Hi:)cts employee how are you?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01527,safe,Pls pls find out from aunt nike.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01528,safe,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01529,safe,No screaming means shouting..,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01530,safe,Hey what happen de. Are you alright.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01531,safe,Should I have picked up a receipt or something earlier,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01532,safe,I think chennai well settled?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01533,safe,Oh dang! I didn't mean o send that to you! Lol!,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01534,safe,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01535,safe,Horrible bf... I now v hungry...,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01536,safe,Remember on that day..,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01537,scam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01538,safe,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01539,safe,All sounds good. Fingers . Makes it difficult to type,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01540,safe,Midnight at the earliest,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01541,safe,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01542,safe,K come to nordstrom when you're done,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01543,safe,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01544,safe,Now press conference da:),safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01545,scam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01546,safe,After completed degree. There is no use in joining finance.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01547,safe,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01548,safe,Shant disturb u anymore... Jia you...,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01549,safe,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01550,safe,"Me, i dont know again oh",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01551,safe,Dude sux for snake. He got old and raiden got buff,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01552,safe,He says hi and to get your ass back to south tampa (preferably at a kegger),safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01553,safe,In e msg jus now. U said thanks for gift.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01554,safe,U too...,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01555,safe,Ok how you dear. Did you call chechi,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01556,safe,Yeah we do totes. When u wanna?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01557,safe,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01558,safe,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01559,safe,Wat r u doing?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01560,safe,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01561,safe,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01562,safe,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01563,safe,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01564,safe,Dude just saw a parked car with its sunroof popped up. Sux,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01565,safe,Get ready to put on your excellent sub face :),safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01566,safe,Tmrw. Im finishing 9 doors,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01567,safe,"The &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for &lt;#&gt; and with 3g for &lt;#&gt; . That's why i blanked him.",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01568,safe,I am late. I will be there at,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01569,safe,"whatever, im pretty pissed off.",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01571,safe,I dont have that much image in class.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01572,safe,No:-)i got rumour that you going to buy apartment in chennai:-),safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01573,safe,Near kalainar tv office.thenampet,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01574,scam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01575,scam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01576,safe,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01577,safe,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01578,safe,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01579,safe,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01580,safe,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . . &lt;#&gt; . Good listener &lt;#&gt; . Organizer &lt;#&gt; . Good boyfriend &lt;#&gt; . Very clean &lt;#&gt; . Sympathetic &lt;#&gt; . Athletic &lt;#&gt; . Warm . . . &lt;#&gt; . Courageous &lt;#&gt; . Determined &lt;#&gt; . True &lt;#&gt; . Dependable &lt;#&gt; . Intelligent . . . &lt;#&gt; . Psychologist &lt;#&gt; . Pest exterminator &lt;#&gt; . Psychiatrist &lt;#&gt; . Healer . . &lt;#&gt; . Stylist &lt;#&gt; . Driver . . Aaniye pudunga venaam..,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01581,safe,"Why is that, princess? I bet the brothas are all chasing you!",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01582,safe,"I shall book chez jules for half eight, if that's ok with you?",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01583,safe,Hhahhaahahah rofl wtf nig was leonardo in your room or something,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01584,safe,"Yep, at derek's house now, see you Sunday &lt;3",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01585,safe,"It's cool, let me know before it kicks off around &lt;#&gt; , I'll be out and about all day",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01587,safe,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That &lt;#&gt; dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01588,safe,There are no other charges after transfer charges and you can withdraw anyhow you like,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01589,safe,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01590,safe,At 4. Let's go to bill millers,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_01591,safe,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
